"n_date";"n_trans";"n_town";"n_district";"n_views";"n_department";"n_currency";"n_paid";"n_title"
"2015-10-24";"New PAN Card";"Mumbai
                      ";" Maharashtra";"149 ";"Income Tax";" INR";100;"
                      I Paid Rs. 100 to Income Tax in Mumbai.
                    "
"2015-10-23";"Birth Certificate";"Indore
                      ";" Madhya Pradesh";"134 ";"Municipal Services";" INR";1;"
                      I Paid Rs. 1 to Municipal Services in Indore.
                    "
"2015-10-23";"Birth Certificate";"Abhayapuri
                      ";" Assam";"128 ";"Municipal Services";" INR";1200;"
                      I Paid Rs. 1200 to Municipal Services in Abhayapuri.
                    "
"2015-10-23";"Others";"Abhayapuri
                      ";" Assam";"144 ";"Others";" INR";6000;"
                      I Paid Rs. 6000 to Others in Abhayapuri.
                    "
"2015-10-23";"Marriage Certificate";"Abohar
                      ";" Punjab";"194 ";"Stamps and Registration";" INR";50000;"
                      I Paid Rs. 50000 to Stamps and Registration in Abohar.
                    "
"2015-10-23";"Birth Certificate";"Surat
                      ";" Gujarat";"131 ";"Municipal Services";" INR";15111;"
                      I Paid Rs. 15111 to Municipal Services in Surat.
                    "
"2015-10-23";"Birth Certificate";"Shivpuri
                      ";" Madhya Pradesh";"114 ";"Municipal Services";" INR";100;"
                      I Paid Rs. 100 to Municipal Services in Shivpuri.
                    "
"2015-10-23";"Birth Certificate";"Pune
                      ";" Maharashtra";"109 ";"Municipal Services";" INR";50;"
                      I Paid Rs. 50 to Municipal Services in Pune.
                    "
"2015-10-23";"C Form";"New Delhi
                      ";" Delhi";"151 ";"Commercial Tax, Sales Tax, VAT";" INR";120;"
                      I Paid Rs. 120 to Commercial Tax, Sales Tax, VAT in New Delhi.
                    "
"2015-10-23";"Others";"Belgaum
                      ";" Karnataka";"132 ";"Others";" INR";300;"
                      I Paid Rs. 300 to Others in Belgaum.
                    "
"2015-10-23";"Customs Check and Clearance";"Palasa Kasibugga
                      ";" Andhra Pradesh";"125 ";"Customs, Excise and Service Tax";" INR";10;"
                      I Paid Rs. 10 to Customs, Excise and Service Tax in Palasa Kasibugga.
                    "
"2015-10-23";"Birth Certificate";"Agartala
                      ";" Tripura";"88 ";"Municipal Services";" INR";1000;"
                      I Paid Rs. 1000 to Municipal Services in Agartala.
                    "
"2015-10-23";"Birth Certificate";"Uttara Kannada
                      ";" Karnataka";"100 ";"Municipal Services";" INR";15000;"
                      I Paid Rs. 15000 to Municipal Services in Uttara Kannada.
                    "
"2015-10-23";"Others";"Maldah
                      ";" West Bengal";"118 ";"Others";" INR";10;"
                      I Paid Rs. 10 to Others in Maldah.
                    "
"2015-10-23";"New PAN Card";"Madurai
                      ";" Tamil Nadu";"124 ";"Income Tax";" INR";NA;"
                      I Paid Rs. 250000 to Income Tax in Madurai.
                    "
"2015-10-23";"Birth Certificate";"Abhayapuri
                      ";" Assam";"106 ";"Municipal Services";" INR";2500;"
                      I Paid Rs. 2500 to Municipal Services in Abhayapuri.
                    "
"2015-10-23";"Birth Certificate";"Vadakara
                      ";" Kerala";"100 ";"Municipal Services";" INR";1400;"
                      I Paid Rs. 1400 to Municipal Services in Vadakara.
                    "
"2015-10-23";"Customs";"Mumbai
                      ";" Maharashtra";"177 ";"Airports";" INR";1100;"
                      Airport customs Red channel
                    "
"2015-10-22";"Transport of Goods";"Chennai
                      ";" Tamil Nadu";"202 ";"Railways";" INR";1000;"
                      I Paid Rs. 1000 to Railways in Chennai.
                    "
"2015-10-22";"Filing FIR";"Gurgaon
                      ";" Haryana";"163 ";"Police";" INR";200;"
                      I Paid Rs. 200 to Police in Gurgaon.
                    "
"2015-10-22";"Others";"Kota
                      ";" Rajasthan";"157 ";"Others";" INR";100;"
                      I Paid Rs. 100 to Others in Kota.
                    "
"2015-10-22";"Filing FIR";"Kolkata
                      ";" West Bengal";"182 ";"Police";" INR";500;"
                      I Paid Rs. 500 to Police in Kolkata.
                    "
"2015-10-22";"Others";"New Delhi
                      ";" Delhi";"226 ";"Others";" INR";76;"
                      I Paid Rs. 76 to Others in New Delhi.
                    "
"2015-10-22";"Others";"Ponnur
                      ";" Andhra Pradesh";"193 ";"Others";" INR";42;"
                      I Paid Rs. 42 to Others in Ponnur.
                    "
"2015-10-22";"Birth Certificate";"Jaunpur
                      ";" Uttar Pradesh";"146 ";"Municipal Services";" INR";10;"
                      I Paid Rs. 10 to Municipal Services in Jaunpur.
                    "
"2015-10-22";"Birth Certificate";"Abhayapuri
                      ";" Assam";"145 ";"Municipal Services";" INR";21;"
                      I Paid Rs. 21 to Municipal Services in Abhayapuri.
                    "
"2015-10-22";"Birth Certificate";"Bhagalpur
                      ";" Bihar";"138 ";"Municipal Services";" INR";122;"
                      I Paid Rs. 122 to Municipal Services in Bhagalpur.
                    "
"2015-10-22";"Duplicate Registration Certificate";"Abohar
                      ";" Punjab";"200 ";"Transport";" INR";500;"
                      I Paid Rs. 500 to Transport in Abohar.
                    "
"2015-10-22";"Birth Certificate";"Narasaraopet
                      ";" Andhra Pradesh";"127 ";"Municipal Services";" INR";3000;"
                      I paid Rs.3000(approx.) to get Birth Certificate for myself
                    "
"2015-10-22";"Birth Certificate";"Chennai
                      ";" Tamil Nadu";"154 ";"Municipal Services";" INR";1000;"
                      I Paid Rs. 1000 to Municipal Services in Chennai.
                    "
"2015-10-22";"New PAN Card";"Adari
                      ";" Uttar Pradesh";"170 ";"Income Tax";" INR";99;"
                      I Paid Rs. 99 to Income Tax in Adari.
                    "
"2015-10-21";"C Form";"Abhayapuri
                      ";" Assam";"182 ";"Commercial Tax, Sales Tax, VAT";" INR";22;"
                      I Paid Rs. 22 to Commercial Tax, Sales Tax, VAT in Abhayapuri.
                    "
"2015-10-21";"New Domestic Driving License";"Bidar
                      ";" Karnataka";"204 ";"Transport";" INR";3000;"
                      I Paid Rs. 3000 to Transport in Bidar.
                    "
"2015-10-21";"New PAN Card";"Amarpur
                      ";" Bihar";"151 ";"Income Tax";" INR";22;"
                      I Paid Rs. 22 to Income Tax in Amarpur.
                    "
"2015-10-21";"Birth Certificate";"Chandigarh
                      ";" Chandigarh";"147 ";"Municipal Services";" INR";300;"
                      I Paid Rs. 300 to Municipal Services in Chandigarh.
                    "
"2015-10-21";"Registration of Flat or Apartment";"Abhayapuri
                      ";" Assam";"206 ";"Stamps and Registration";" INR";8;"
                      I Paid Rs. 8 to Stamps and Registration in Abhayapuri.
                    "
"2015-10-21";"Others";"Kurnool
                      ";" Andhra Pradesh";"168 ";"Others";" INR";5;"
                      I Paid Rs. 5 to Others in Kurnool.
                    "
"2015-10-21";"Others";"Jaipur
                      ";" Rajasthan";"144 ";"Others";" INR";100;"
                      I Paid Rs. 100 to Others in Jaipur.
                    "
"2015-10-21";"Police Harassment";"Agra
                      ";" Uttar Pradesh";"185 ";"Police";" INR";NA;"
                      I Paid Rs. 876776 to Police in Agra.
                    "
"2015-10-21";"Others";"Aligarh
                      ";" Uttar Pradesh";"119 ";"Others";" INR";5000;"
                      I Paid Rs. 5000 to Others in Aligarh.
                    "
"2015-10-21";"New Domestic Driving License";"Adityapur
                      ";" Jharkhand";"150 ";"Transport";" INR";123;"
                      I Paid Rs. 123 to Transport in Adityapur.
                    "
"2015-10-21";"C Form";"Abohar
                      ";" Punjab";"169 ";"Commercial Tax, Sales Tax, VAT";" INR";100;"
                      I Paid Rs. 100 to Commercial Tax, Sales Tax, VAT in Abohar.
                    "
"2015-10-21";"Filing FIR";"Imphal
                      ";" Manipur";"173 ";"Police";" INR";100;"
                      100 rs for an FIR copy
                    "
"2015-10-21";"C Form";"Achhnera
                      ";" Uttar Pradesh";"142 ";"Commercial Tax, Sales Tax, VAT";" INR";1000;"
                      I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in Achhnera.
                    "
"2015-10-21";"Birth Certificate";"Pratapgarh
                      ";" Tripura";"107 ";"Municipal Services";" INR";200;"
                      I Paid Rs. 200 to Municipal Services in Pratapgarh.
                    "
"2015-10-21";"Traffic Violations";"Ahmedabad
                      ";" Gujarat";"122 ";"Police";" INR";1000;"
                      I Paid Rs. 1000 to Police in Ahmedabad.
                    "
"2015-10-21";"Birth Certificate";"Chennai
                      ";" Tamil Nadu";"104 ";"Municipal Services";" INR";700;"
                      I Paid Rs. 700 to Municipal Services in Chennai.
                    "
"2015-10-21";"Birth Certificate";"Dhanbad
                      ";" Jharkhand";"137 ";"Municipal Services";" INR";30000;"
                      I Paid Rs. 30000 to Municipal Services in Dhanbad.
                    "
"2015-10-21";"Birth Certificate";"Durgapur
                      ";" West Bengal";"120 ";"Municipal Services";" INR";100;"
                      I Paid Rs. 100 to Municipal Services in Durgapur.
                    "
"2015-10-21";"Customs Check and Clearance";"Basti
                      ";" Uttar Pradesh";"138 ";"Customs, Excise and Service Tax";" INR";100;"
                      I Paid Rs. 100 to Customs, Excise and Service Tax in Basti.
                    "
"2015-10-20";"Others";"Hyderabad
                      ";" Telangana";"138 ";"Others";" INR";9000;"
                      I Paid Rs. 9000 to Others in Hyderabad.
                    "
"2015-10-20";"Birth Certificate";"Mumbai
                      ";" Maharashtra";"130 ";"Municipal Services";" INR";5000;"
                      I Paid Rs. 5000 to Municipal Services in Mumbai.
                    "
"2015-10-20";"";"
                      ";" ";"171 ";"";" INR";44;"
                      I Paid Rs. 44 to  in .
                    "
"2015-10-20";"Transport of Goods";"Bina
                      ";" Madhya Pradesh";"161 ";"Railways";" INR";100;"
                      I Paid Rs. 100 to Railways in Bina.
                    "
"2015-10-20";"Birth Certificate";"Bangalore
                      ";" Karnataka";"194 ";"Municipal Services";" INR";300;"
                      For the Birth Certificate of My Daughter
                    "
"2015-10-20";"Traffic Violations";"Bangalore
                      ";" Karnataka";"198 ";"Police";" INR";300;"
                      For Wrong Parking of Two Wheeler
                    "
"2015-10-20";"Duplicate Driving License";"Jaipur
                      ";" Rajasthan";"179 ";"Transport";" INR";500;"
                      Have to pay the bribe even after having right documents
                    "
"2015-10-20";"Birth Certificate";"Udaipur
                      ";" Tripura";"141 ";"Municipal Services";" INR";200;"
                      I Paid Rs. 200 to Municipal Services in Udaipur.
                    "
